ROW,COL,geom,Northeast,Midwest,South,West
12,15,"POLYGON ((-93.75 43.57895, -93.75 45.47365, -91.25 45.47365, -91.25 43.57895, -93.75 43.57895))",0.0,1.0,0.0,0.0
12,16,"POLYGON ((-91.25 43.57895, -91.25 45.47365, -88.75 45.47365, -88.75 43.57895, -91.25 43.57895))",0.0,1.0,0.0,0.0
12,17,"POLYGON ((-88.75 43.57895, -88.75 45.47365, -86.25 45.47365, -86.25 43.57895, -88.75 43.57895))",0.0,1.0,0.0,0.0
12,18,"POLYGON ((-86.25 43.57895, -86.25 45.47365, -83.75 45.47365, -83.75 43.57895, -86.25 43.57895))",0.0,1.0,0.0,0.0
12,19,"POLYGON ((-83.75 43.57895, -83.75 45.47365, -81.25 45.47365, -81.25 43.57895, -83.75 43.57895))",0.0,1.0,0.0,0.0
12,21,"POLYGON ((-78.75 43.57895, -78.75 45.47365, -76.25 45.47365, -76.25 43.57895, -78.75 43.57895))",1.0,0.0,0.0,0.0
12,22,"POLYGON ((-76.25 43.57895, -76.25 45.47365, -73.75 45.47365, -73.75 43.57895, -76.25 43.57895))",1.0,0.0,0.0,0.0
12,23,"POLYGON ((-73.75 43.57895, -73.75 45.47365, -71.25 45.47365, -71.25 43.57895, -73.75 43.57895))",1.0,0.0,0.0,0.0
12,24,"POLYGON ((-71.25 43.57895, -71.25 45.47365, -68.75 45.47365, -68.75 43.57895, -71.25 43.57895))",1.0,0.0,0.0,0.0
12,25,"POLYGON ((-68.75 43.57895, -68.75 45.47365, -66.25 45.47365, -66.25 43.57895, -68.75 43.57895))",1.0,0.0,0.0,0.0
13,2,"POLYGON ((-126.25 45.47375, -126.25 47.36845, -123.75 47.36845, -123.75 45.47375, -126.25 45.47375))",0.0,0.0,0.0,1.0
13,3,"POLYGON ((-123.75 45.47375, -123.75 47.36845, -121.25 47.36845, -121.25 45.47375, -123.75 45.47375))",0.0,0.0,0.0,1.0
13,4,"POLYGON ((-121.25 45.47375, -121.25 47.36845, -118.75 47.36845, -118.75 45.47375, -121.25 45.47375))",0.0,0.0,0.0,1.0
13,5,"POLYGON ((-118.75 45.47375, -118.75 47.36845, -116.25 47.36845, -116.25 45.47375, -118.75 45.47375))",0.0,0.0,0.0,1.0
13,6,"POLYGON ((-116.25 45.47375, -116.25 47.36845, -113.75 47.36845, -113.75 45.47375, -116.25 45.47375))",0.0,0.0,0.0,1.0
13,7,"POLYGON ((-113.75 45.47375, -113.75 47.36845, -111.25 47.36845, -111.25 45.47375, -113.75 45.47375))",0.0,0.0,0.0,1.0
13,8,"POLYGON ((-111.25 45.47375, -111.25 47.36845, -108.75 47.36845, -108.75 45.47375, -111.25 45.47375))",0.0,0.0,0.0,1.0
13,9,"POLYGON ((-108.75 45.47375, -108.75 47.36845, -106.25 47.36845, -106.25 45.47375, -108.75 45.47375))",0.0,0.0,0.0,1.0
13,10,"POLYGON ((-106.25 45.47375, -106.25 47.36845, -103.75 47.36845, -103.75 45.47375, -106.25 45.47375))",0.0,0.4913624401337642,0.0,0.5086375598662358
13,11,"POLYGON ((-103.75 45.47375, -103.75 47.36845, -101.25 47.36845, -101.25 45.47375, -103.75 45.47375))",0.0,1.0,0.0,0.0
13,12,"POLYGON ((-101.25 45.47375, -101.25 47.36845, -98.75 47.36845, -98.75 45.47375, -101.25 45.47375))",0.0,1.0,0.0,0.0
13,13,"POLYGON ((-98.75 45.47375, -98.75 47.36845, -96.25 47.36845, -96.25 45.47375, -98.75 45.47375))",0.0,1.0,0.0,0.0
13,14,"POLYGON ((-96.25 45.47375, -96.25 47.36845, -93.75 47.36845, -93.75 45.47375, -96.25 45.47375))",0.0,1.0,0.0,0.0
13,15,"POLYGON ((-93.75 45.47375, -93.75 47.36845, -91.25 47.36845, -91.25 45.47375, -93.75 45.47375))",0.0,1.0,0.0,0.0
13,16,"POLYGON ((-91.25 45.47375, -91.25 47.36845, -88.75 47.36845, -88.75 45.47375, -91.25 45.47375))",0.0,1.0,0.0,0.0
13,17,"POLYGON ((-88.75 45.47375, -88.75 47.36845, -86.25 47.36845, -86.25 45.47375, -88.75 45.47375))",0.0,1.0,0.0,0.0
13,18,"POLYGON ((-86.25 45.47375, -86.25 47.36845, -83.75 47.36845, -83.75 45.47375, -86.25 45.47375))",0.0,1.0,0.0,0.0
13,19,"POLYGON ((-83.75 45.47375, -83.75 47.36845, -81.25 47.36845, -81.25 45.47375, -83.75 45.47375))",0.0,1.0,0.0,0.0
13,24,"POLYGON ((-71.25 45.47375, -71.25 47.36845, -68.75 47.36845, -68.75 45.47375, -71.25 45.47375))",1.0,0.0,0.0,0.0
13,25,"POLYGON ((-68.75 45.47375, -68.75 47.36845, -66.25 47.36845, -66.25 45.47375, -68.75 45.47375))",1.0,0.0,0.0,0.0
14,2,"POLYGON ((-126.25 47.36845, -126.25 49.26315, -123.75 49.26315, -123.75 47.36845, -126.25 47.36845))",0.0,0.0,0.0,1.0
14,3,"POLYGON ((-123.75 47.36845, -123.75 49.26315, -121.25 49.26315, -121.25 47.36845, -123.75 47.36845))",0.0,0.0,0.0,1.0
14,4,"POLYGON ((-121.25 47.36845, -121.25 49.26315, -118.75 49.26315, -118.75 47.36845, -121.25 47.36845))",0.0,0.0,0.0,1.0
14,5,"POLYGON ((-118.75 47.36845, -118.75 49.26315, -116.25 49.26315, -116.25 47.36845, -118.75 47.36845))",0.0,0.0,0.0,1.0
14,6,"POLYGON ((-116.25 47.36845, -116.25 49.26315, -113.75 49.26315, -113.75 47.36845, -116.25 47.36845))",0.0,0.0,0.0,1.0
14,7,"POLYGON ((-113.75 47.36845, -113.75 49.26315, -111.25 49.26315, -111.25 47.36845, -113.75 47.36845))",0.0,0.0,0.0,1.0
14,8,"POLYGON ((-111.25 47.36845, -111.25 49.26315, -108.75 49.26315, -108.75 47.36845, -111.25 47.36845))",0.0,0.0,0.0,1.0
14,9,"POLYGON ((-108.75 47.36845, -108.75 49.26315, -106.25 49.26315, -106.25 47.36845, -108.75 47.36845))",0.0,0.0,0.0,1.0
14,10,"POLYGON ((-106.25 47.36845, -106.25 49.26315, -103.75 49.26315, -103.75 47.36845, -106.25 47.36845))",0.0,0.32801047610516115,0.0,0.6719895238948389
14,11,"POLYGON ((-103.75 47.36845, -103.75 49.26315, -101.25 49.26315, -101.25 47.36845, -103.75 47.36845))",0.0,1.0,0.0,0.0
14,12,"POLYGON ((-101.25 47.36845, -101.25 49.26315, -98.75 49.26315, -98.75 47.36845, -101.25 47.36845))",0.0,1.0,0.0,0.0
14,13,"POLYGON ((-98.75 47.36845, -98.75 49.26315, -96.25 49.26315, -96.25 47.36845, -98.75 47.36845))",0.0,1.0,0.0,0.0
14,14,"POLYGON ((-96.25 47.36845, -96.25 49.26315, -93.75 49.26315, -93.75 47.36845, -96.25 47.36845))",0.0,1.0,0.0,0.0
14,15,"POLYGON ((-93.75 47.36845, -93.75 49.26315, -91.25 49.26315, -91.25 47.36845, -93.75 47.36845))",0.0,1.0,0.0,0.0
14,16,"POLYGON ((-91.25 47.36845, -91.25 49.26315, -88.75 49.26315, -88.75 47.36845, -91.25 47.36845))",0.0,1.0,0.0,0.0
14,17,"POLYGON ((-88.75 47.36845, -88.75 49.26315, -86.25 49.26315, -86.25 47.36845, -88.75 47.36845))",0.0,1.0,0.0,0.0
15,14,"POLYGON ((-96.25 49.26315, -96.25 51.15785, -93.75 51.15785, -93.75 49.26315, -96.25 49.26315))",0.0,1.0,0.0,0.0
