"(2, 12)","(2, 13)","(3, 12)","(3, 13)","(3, 20)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(4, 14)","(4, 15)","(4, 16)","(4, 17)","(4, 18)","(4, 20)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(5, 14)","(5, 15)","(5, 16)","(5, 17)","(5, 18)","(5, 19)","(5, 20)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(6, 14)","(6, 15)","(6, 16)","(6, 17)","(6, 18)","(6, 19)","(6, 20)","(6, 21)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(7, 14)","(7, 15)","(7, 16)","(7, 17)","(7, 18)","(7, 19)","(7, 20)","(7, 21)","(7, 22)","(8, 3)","(8, 4)","(8, 5)","(8, 6)","(8, 7)","(8, 8)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(8, 15)","(8, 16)","(8, 17)","(8, 18)","(8, 19)","(8, 20)","(8, 21)","(8, 22)","(9, 2)","(9, 3)","(9, 4)","(9, 5)","(9, 6)","(9, 7)","(9, 8)","(9, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(9, 17)","(9, 18)","(9, 19)","(9, 20)","(9, 21)","(9, 22)","(10, 2)","(10, 3)","(10, 4)","(10, 5)","(10, 6)","(10, 7)","(10, 8)","(10, 9)","(10, 10)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(10, 17)","(10, 18)","(10, 19)","(10, 20)","(10, 21)","(10, 22)","(10, 23)","(10, 24)","(11, 2)","(11, 3)","(11, 4)","(11, 5)","(11, 6)","(11, 7)","(11, 8)","(11, 9)","(11, 10)","(11, 11)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(11, 17)","(11, 18)","(11, 19)","(11, 20)","(11, 21)","(11, 22)","(11, 23)","(11, 24)","(12, 2)","(12, 3)","(12, 4)","(12, 5)","(12, 6)","(12, 7)","(12, 8)","(12, 9)","(12, 10)","(12, 11)","(12, 12)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(12, 17)","(12, 18)","(12, 19)","(12, 21)","(12, 22)","(12, 23)","(12, 25)","(13, 2)","(13, 3)","(13, 4)","(13, 5)","(13, 6)","(13, 7)","(13, 8)","(13, 9)","(13, 10)","(13, 11)","(13, 12)","(13, 13)","(13, 14)","(13, 15)","(13, 16)","(13, 17)","(13, 18)","(13, 19)","(13, 24)","(14, 2)","(14, 3)","(14, 4)","(14, 5)","(14, 6)","(14, 7)","(14, 8)","(14, 9)","(14, 10)","(14, 11)","(14, 12)","(14, 13)","(14, 14)","(14, 15)","(14, 16)","(14, 17)","(15, 14)"
0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.20349051,0.20349051,0.165749457,0.165749457,0.165749457,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.165749457,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.165749457,0.147506305,0.147506305,0.147506305,0.147506305,0.131327419,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.161483381,0.137299146,0.121555269,0.120942615,0.120178942,0.124036613,0.121700326,0.147506305,0.147506305,0.147506305,0.147506305,0.147506305,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.158663292,0.1011174,0.1011174,0.1011174,0.1011174,0.114349617,0.115765868,0.127723192,0.127170429,0.136823601,0.133446688,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.174855084,0.140811907,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.118061725,0.119806134,0.120373078,0.119806134,0.119806134,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.140777804,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.114239118,0.119806134,0.119806134,0.119806134,0.119806134,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.179694959,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.119806134,0.119806134,0.119806134,0.119806134,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.153188209,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.119806134,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.20349051,0.169911057,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174,0.1011174
